Num. Colegiado;Nombre;Apellido 1;Apellido 2;Telefono;Especialidad;Horario;
861869458;Manuela;Valencia;Méndez;997-98-6738;5;4;
621032306;Rocío;Melgar;Hernádez;+34 995980089;2;2;
125270519;Ariadna;Maestas;Pascual;+34 940 268325;2;3;
652126205;Daniela;Toledo;Bustos;948 477819;3;2;
636324882;Lidia;Caro;Rocha;919-15-6085;1;1;
761635737;Raúl;Acosta;Banda;+34 964 535588;1;1;
483848390;Izan;Cedillo;Delgadillo;943 722612;3;4;
28550298;Oliver;Valverde;Orosco;915 929063;5;4;
937588890;Ainhoa;Partida;Ortíz;965-83-9600;2;3;
778253354;Rayan;Velásquez;Covarrubias;+34 959-67-4342;1;4;
969379707;Roberto;Orta;Acuña;+34 938-40-9979;4;3;
559141778;Pol;Cedillo;Heredia;+34 993 95 1193;3;4;
102421005;María Ángeles;Burgos;Rodarte;937 708826;4;4;
979888704;Sara;Haro;Gálvez;924-375003;1;1;
394829240;Rodrigo;Niño;Delrío;+34 961693838;3;2;
460346238;Francisco Javier;Quezada;Valdés;+34 906-344173;3;1;
828330289;Ana María;Cintrón;Mascareñas;986-32-3950;2;2;
3424442;Fernando;Becerra;Rentería;972 75 7207;4;4;
729673205;Iván;Núñez;Zambrano;+34 915-005280;2;2;
967598835;Jimena;Pozo;Cordero;+34 982 43 7565;2;3;
402329862;José Manuel;Lara;Olmos;997-156772;4;3;
778851130;Beatriz;Pons;Delagarza;970785779;1;4;
270961769;Rafael;Segovia;Rodríquez;919-097767;2;3;
621169184;Berta;Cepeda;Salinas;927-84-3604;5;1;
938982230;Adam;Juárez;Gaona;+34 995 826790;1;3;
560848329;Jon;Tovar;Reyna;906 72 6473;5;4;
451460366;Olivia;Puig;Rangel;+34 995-951444;1;1;
995165776;Irene;Garrido;Zamora;+34 980-631070;2;2;
887873917;Gabriela;Ruvalcaba;Téllez;963-690011;5;3;
416217938;Jesús;Camarillo;Téllez;+34 935730827;3;3;
80297019;Omar;Padilla;Araña;+34 917-34-1032;1;3;
5476808;Ángela;Tamayo;Núñez;901 665122;5;3;
254956367;Gonzalo;Zepeda;Cantú;935 112814;5;4;
356511461;Nicolás;Pagan;Badillo;954-571112;3;1;
719199809;Fátima;Rico;Flórez;+34 907-568016;3;3;
734836203;Alejandra;Ureña;Soto;+34 979-348215;1;2;
234127386;Sergio;Menchaca;Marco;+34 952 149021;2;1;
599155883;Víctor;Trujillo;Lomeli;908-99-8750;4;3;
537081356;Blanca;Polanco;Oliva;+34 976-05-0094;2;1;
262710586;Jaime;Cornejo;Cortés;+34 921 24 7118;3;3;
895850387;Carlos;Tijerina;Alaniz;929356587;3;2;
888648538;Teresa;Beltrán;De la Fuente;+34 976380466;4;2;
169230468;Francisco Javier;Osorio;Cadena;+34 923573438;2;1;
787029906;Alba;Arguello;Delgado;+34 921 63 7702;2;2;
973542514;Nuria;Guardado;Alonzo;998-689083;4;2;
699469910;Miriam;Tafoya;Samaniego;909559690;5;1;
85369884;Gabriel;Redondo;Alarcón;915 48 9296;1;3;
262034116;David;Madrigal;Solorzano;+34 900-419626;5;1;
331210203;Oliver;Medrano;Vila;996-20-2490;4;2;
628356671;Ariadna;Aguilar;Sarabia;+34 927-547042;3;3;
517598061;Victoria;Baeza;Munguía;+34 975 037268;5;4;
597057984;Oliver;Medrano;Esteban;+34 944503116;5;3;
251599527;Lidia;Castaño;Valentín;+34 966-15-2501;4;4;
73102247;Gael;Muñiz;Treviño;+34 931091862;3;3;
769110747;David;Saucedo;Bernal;900 231450;3;2;
261106177;Iván;Paredes;Pozo;+34 974-28-8049;2;1;
894913928;Nayara;Magaña;Loya;965-286126;1;2;
131511916;Martín;Peña;Padrón;+34 911916378;4;2;
703578873;Eva;Serrano;Velásquez;+34 983-34-1489;2;4;
104028172;Ainhoa;Anguiano;Partida;+34 966-887722;5;2;
112194960;Hugo;Sevilla;Salcedo;+34 984-488727;5;2;
678299862;Alejandro;Roldán;Rentería;+34 923673684;1;4;
897752592;Héctor;Barroso;Robles;924 668831;2;4;
731263827;Jordi;Leiva;Gimeno;+34 950 701433;3;1;
112130020;Eric;Meza;Campos;+34 986-426765;2;3;
223220742;Víctor;Olivares;Bueno;+34 964 427881;4;1;
481702883;Lorena;Olivo;De la Torre;+34 932 256263;2;2;
552999363;Gabriela;Lerma;Nájera;958-374572;2;1;
123246716;Gerard;Rivas;Valverde;+34 959-293625;1;2;
293324735;Úrsula;Rueda;Mondragón;+34 947-744929;2;2;
567486998;Martina;Barela;Rosales;912285164;2;3;
41751182;Sofía;Zamudio;Villaseñor;948 40 0728;2;3;
26429556;Olivia;Iglesias;Prado;+34 976-91-0206;2;1;
500563540;Esther;Bonilla;Linares;+34 916-86-1541;1;3;
89749693;Teresa;Santillán;Zapata;915 634395;1;2;
586536722;Sergio;Ávalos;Ávila;933 69 8118;5;2;
730920252;Martín;Almonte;Acosta;941-74-3603;5;1;
925472909;Elena;Román;Santamaría;+34 905-764343;4;1;
613429278;Lola;Jurado;Arroyo;918-57-5702;4;1;
210548102;Juana;Henríquez;Pagan;+34 904 953035;2;2;
944229728;Yolanda;Benavides;Escribano;921 959714;4;3;
179355248;Héctor;Quiñónez;Galván;+34 981-875174;2;3;
178971034;Rosa;Castellano;Lomeli;991 98 7154;4;1;
469904905;Unai;Sáez;Anaya;939-03-3075;4;2;
90179163;Encarnación;Arias;Granados;+34 999754654;3;2;
835063854;Ona;Ruelas;Ríos;973 615144;5;3;
213594539;Ana María;Luevano;Ruvalcaba;+34 909 667320;4;2;
415832629;Margarita;Saavedra;Bueno;927 06 7911;2;4;
967835809;Patricia;Gutiérrez;Posada;929970286;4;4;
916927828;Vega;Font;Toro;952176032;2;2;
543707647;Juana;Álvarez;Ortíz;+34 993 500053;2;4;
958431773;Rodrigo;Llamas;Redondo;+34 944238794;1;2;
171052685;Nahia;Morán;Esteve;+34 921-823861;4;2;
910879934;Inmaculada;Marroquín;Ruiz;+34 921 762408;5;3;
409390383;Pablo;Lorenzo;Duran;956 30 7911;4;3;
282602121;Pilar;Tovar;Gámez;970-115208;4;1;
338475937;Manuel;Mena;Berríos;948-71-5994;1;1;
742227494;Gonzalo;Cintrón;Otero;976-274337;3;2;
738186006;Marc;Roque;Pastor;+34 983871290;5;3;
474996060;Adrián;Carretero;Barrientos;+34 941183141;2;4;
293953322;Eric;Arredondo;Guajardo;917506439;3;3;
501440171;Gloria;Garibay;Reyna;+34 955 012095;4;1;
590117152;Esther;Oquendo;Pineda;957214063;5;4;
105480305;Francisco Javier;Acuña;Escobar;993-667638;5;3;
994048020;Margarita;Monroy;Dávila;+34 945 224139;2;4;
442096094;Raúl;Carbonell;Delafuente;+34 900-68-9762;1;3;
69325626;Asier;Vázquez;Clemente;977878958;2;3;
634079232;Erik;Collazo;Negrón;951-866655;3;4;
381486834;Isaac;Huerta;Vanegas;987 892331;5;3;
794425282;Alejandro;Almanza;Arguello;942155165;4;2;
821092004;Marina;Hidalgo;Villalba;+34 939-06-4659;4;2;
727884475;Carlos;Olivárez;Hernando;+34 985578703;4;1;
419705553;Dario;Rojas;Marcos;954 801838;2;4;
128488464;Esther;Orta;Carrillo;+34 944-97-0875;4;2;
163790292;Javier;Adame;Herrera;974 499577;4;3;
81918517;Asier;Puig;Luevano;+34 991 24 8814;4;2;
716597186;Cristian;Delafuente;Plaza;+34 972-14-7141;1;4;
554646811;Pol;Cuesta;Dueñas;+34 994383330;5;2;
759532596;María Ángeles;Garibay;Álvarez;932 02 2491;1;3;
122653712;Teresa;Luna;Escobedo;+34 951-98-5597;5;4;
743445594;Álvaro;Monroy;Collado;997-29-0551;2;2;
351256521;Encarnación;Adame;Granados;955 929938;4;3;
93287427;Carlota;Valdivia;Ferrer;+34 902-652632;1;4;
152445907;Adrián;Hidalgo;Salas;918 521413;5;2;
933176586;Diana;Lara;Portillo;+34 944 66 0037;4;2;
884689699;Pedro;Morales;Borrego;+34 986 38 1150;4;1;
673753368;Jesús;Padilla;Delgado;+34 997890265;2;1;
803496195;Verónica;Bahena;Calderón;+34 954-152827;1;4;
898894188;Luna;Pedraza;Cedillo;+34 960-037913;2;2;
639606205;Santiago;Cuevas;Alba;923134499;5;3;
890736817;Eric;Trejo;Atencio;910-37-9198;5;1;
728368443;Miguel;Armas;Robles;+34 957343810;4;2;
142579097;Juan José;Cisneros;Farías;+34 975-327318;4;2;
954839616;Malak;Vela;Gómez;902452646;5;3;
241082908;Naia;Armendáriz;Alva;+34 944941731;2;2;
497841350;Rosa;Orta;Macías;976 647015;3;3;
88284596;Daniela;Luevano;Casas;943 94 2098;4;3;
894063977;Gerard;Bautista;Ordoñez;955 152626;5;1;
913844027;Valentina;Saldaña;Guerrero;972 177370;2;2;
698821195;Teresa;Aguilera;Holguín;925 489920;4;2;
977246395;Oliver;Quesada;Urbina;934 775437;2;2;
459447139;Arnau;Abeyta;Leal;+34 926658921;4;4;
928579446;Pau;Robles;Garibay;931 590528;5;3;
307752954;Eva;Batista;Leiva;938-457926;4;1;
833460639;Andrés;Rivera;Salas;+34 911199307;5;2;
897375988;Abril;Delacrúz;Barrera;+34 972 65 4994;4;3;
42658667;Alexandra;De Anda;Quintanilla;+34 946 435990;1;4;
843637227;Alexandra;Garza;Bueno;950-943790;3;3;
465686922;Mar;Otero;Beltrán;909579179;3;2;
936167515;Abril;Calvo;Cervantes;992-43-9755;3;2;
262829739;Daniela;Rojas;Puga;972-04-9740;4;4;
4076765;Aaron;Espinoza;Orosco;946 60 4491;1;1;
2178060;Diego;Segura;Suárez;+34 925 05 2890;4;3;
894347979;Miguel;Ceballos;Suárez;+34 980-78-3859;4;2;
84329210;Patricia;Véliz;Ordóñez;912320335;4;4;
774121155;Iván;Aponte;Cerda;+34 954 604178;5;2;
171927032;Noelia;Álvarez;Alarcón;+34 986694378;1;1;
651392326;José Antonio;Ibarra;Peláez;+34 940 67 4113;3;1;
282453114;Aina;Roig;Olmos;993-489172;4;4;
807168689;Sergio;Quezada;Font;+34 913-36-9699;4;3;
735497111;Gonzalo;Rojo;Blázquez;+34 930251595;4;3;
288429557;Javier;Macías;Palomino;+34 914377838;5;2;
421706716;Francisca;Vidal;Guevara;+34 924334890;3;4;
582376300;Mireia;Sotelo;Mascareñas;961 416105;1;1;
3543726;Iván;Barajas;Quiñónez;969-452469;1;1;
626139863;Mireia;Pacheco;Granados;917-34-5296;1;2;
760831744;Oliver;Más;Méndez;+34 969-66-8271;4;2;
647340801;Roberto;Díez;Montañez;+34 913-581177;3;3;
227430624;Oriol;Ruiz;Caraballo;+34 936330907;2;2;
212370332;Jon;Zaragoza;Sancho;+34 905 510369;2;3;
711852444;Alex;Conde;Palomo;+34 915539577;5;4;
437172353;Adrián;Zepeda;Garica;957 092123;1;3;
229402666;Sofía;Navarro;Prado;+34 955-50-3171;5;3;
521808519;Candela;Cintrón;Cotto;912-349396;5;1;
996464096;Iván;Benítez;Martín;900 92 2663;4;3;
719433057;Víctor;Casares;Solano;+34 977610472;5;4;
50013900;Álvaro;Caldera;Holguín;982 48 1073;2;1;
990011516;Iván;Costa;Cabello;+34 984541698;2;2;
484295747;Izan;Tafoya;Tejada;+34 966-94-3448;3;1;
468361690;Jorge;Centeno;Benítez;+34 900 76 2312;1;1;
903720700;Jon;Riera;Ros;950645865;3;2;
303990554;Andrea;Valverde;Guerra;+34 985 674977;2;4;
242748880;Eric;Alfonso;Ballesteros;+34 939184832;2;4;
89393881;Oriol;Colunga;Almonte;904 80 8287;1;4;
194571461;Oliver;Abreu;Vélez;+34 954716922;4;4;
189805970;Helena;Mata;Plaza;978072402;1;3;
234432757;Gabriela;Rosas;Serrato;+34 909 719886;5;4;
980444052;Manuel;Rivero;Requena;+34 979 89 7844;3;2;
630308949;Inmaculada;Olmos;Ibáñez;+34 945414973;1;2;
745536608;Lola;Castañeda;Carrero;+34 912-157263;1;1;
570458394;Paula;Villagómez;Paredes;+34 909-24-3609;1;1;
955924713;Adam;Vásquez;Vera;981-168728;2;4;
264903882;Pol;Santiago;Ríos;918-931290;5;2;
14471740;Victoria;Monroy;Almonte;+34 959272547;4;2;
272953797;Álvaro;Uribe;Fierro;+34 969 821691;5;4;
824042615;Sergio;Riojas;Perales;924 061019;4;2;
769752829;Cristina;Mejía;Colón;+34 992-154546;2;4;
611279374;Vega;Miguel;Loya;982205483;1;1;
597055658;Adriana;Viera;Rodrigo;+34 940-686758;5;4;
118715246;José Antonio;Acuña;Barajas;+34 927407943;3;1;
539560110;Irene;Cabello;Cruz;948 002765;4;4;
147374869;Daniel;Álvarez;Verdugo;952 50 5840;5;2;
521207706;María;Aguilera;Muñoz;965 09 1158;3;2;
472169512;Aaron;Olmos;Farías;+34 924 490077;5;1;
924821059;Isabel;Olivera;Arguello;+34 901477651;2;2;
550958565;Erik;Ávila;Corona;+34 942-144037;1;2;
795145114;Carolina;Hernando;Pabón;+34 919337183;3;1;
109849761;Miriam;Pantoja;Leyva;924919399;1;2;
384332214;Fernando;Valles;Tafoya;+34 974486964;1;4;
158015630;Javier;Amador;Peralta;+34 984-664390;5;4;
755234901;Lola;Brito;Jáquez;981 30 3686;2;4;
926758406;Zoe;Alarcón;Mendoza;+34 936 500173;4;4;
155639389;Gerard;Orosco;Nieves;907-728887;1;2;
331769379;África;Rosales;Delafuente;900-06-4030;1;4;
267141400;Aaron;Alcaráz;Benavídez;+34 932 562368;1;2;
828374760;Lucas;Carrasquillo;Cedillo;954359056;2;1;
351191349;Unai;Rangel;Nazario;987-98-5498;1;2;
417209092;Lorena;Colunga;Escobar;918-23-5445;2;1;
761155898;Rosa;Salazar;Sancho;912 292134;4;3;
191185788;Margarita;Peña;Reséndez;+34 920 313375;3;4;
612005241;Alma;Delafuente;Madera;961-221706;5;2;
915419592;Gonzalo;Collazo;Quiñónez;+34 923-85-4055;1;2;
368469664;Gerard;Cortés;Lara;+34 923089865;5;3;
666804765;Miriam;Núñez;Redondo;+34 951672499;5;1;
891447250;Ana María;Zambrano;Salcedo;+34 917962703;2;3;
937291242;Lorena;Rendón;Madera;924076480;1;3;
177170903;Emilia;Carreón;Ibarra;+34 974 46 4395;3;1;
421095974;Omar;Garza;Almaráz;+34 945 12 1038;4;2;
731619870;Marco;Menéndez;Viera;958 615557;1;3;
749151622;Lucas;Vidal;Escribano;956-80-6217;3;4;
591069035;Sergio;Negrón;Uribe;991-69-0305;1;3;
372433058;Asier;Cintrón;Zamora;+34 986 72 2124;3;1;
491256412;Omar;Rivera;Ortíz;946 37 9437;2;4;
304552594;Malak;Menchaca;Casado;941-82-0808;4;2;
218443440;Nicolás;Cruz;Espinal;+34 960-60-4160;3;2;
964470106;Yeray;Ornelas;Samaniego;935 13 9466;2;4;
499241343;Leo;Calero;Medrano;996-48-2614;2;2;
132852857;Lucas;Candelaria;Corrales;+34 944 90 4720;4;1;
710697993;Nayara;Caraballo;Arias;+34 955-41-7229;5;4;
851904278;Nadia;Trujillo;Urrutia;+34 973 16 1220;1;1;
468726851;Lucas;Armijo;Alejandro;952568021;1;1;
573972544;Vega;Cobo;Del Río;941-24-9186;2;4;
903630855;Sandra;Escobar;Lucio;943 74 2197;5;4;
596233964;Ángela;Brito;Costa;+34 940 390148;2;3;
791122987;María Dolores;Zamudio;Pantoja;917 31 4710;2;3;
666282421;Iker;Rico;Portillo;+34 968983452;2;2;
736295052;Pol;Prado;Valverde;+34 928-266628;3;4;
81863807;Gerard;Muñoz;Moreno;+34 905 384562;2;3;
22222972;Andrés;Samaniego;Barrios;965 018982;5;1;
75006701;Carmen;Quezada;Pereira;904-57-4168;1;2;
63080956;Laura;Brito;Tirado;+34 990-21-8303;5;3;
350114593;Miguel Ángel;Soto;Ochoa;906-695104;2;3;
26040520;Patricia;Cano;Nevárez;+34 972-66-2828;1;1;
751450296;Berta;Matos;Zapata;+34 971 806100;5;3;
1833839;Antonia;Cárdenas;Briones;941 96 5969;1;2;
476202214;Pedro;Rangel;Aguirre;932 43 2096;4;3;
625959306;Irene;Noriega;Sáenz;991 982411;5;2;
693214981;África;Romero;Rodríguez;933-610305;5;2;
630137235;Luna;Balderas;Rivero;937-72-3762;2;4;
981908589;Nuria;Soler;Llamas;+34 918219292;2;4;
301459194;Mar;Alicea;Madera;+34 947-35-4433;5;1;
114134588;Gloria;Olivera;Lemus;+34 905-951825;1;1;
872919814;Noelia;Ponce;Velasco;980 83 7173;2;1;
324178914;Inés;Farías;Carrasquillo;+34 945 34 1077;5;2;
211835568;César;Silva;Oliva;926-303167;3;4;
274922170;Mireia;Riera;Rentería;+34 981 51 2176;3;3;
221004501;Raúl;Campos;Almonte;+34 973-822634;4;3;
601821848;Vega;Lebrón;Millán;982-57-7719;4;4;
294381344;Adam;Almanza;Vergara;913170506;4;2;
475896822;Arnau;Mota;Zelaya;932 63 4987;5;4;
137998366;Ángeles;Adorno;Herrera;+34 952-612964;5;3;
945686813;Lidia;Espinoza;Lara;975 512849;3;2;
496439379;Raquel;Rascón;Valadez;938488992;5;2;
329571989;Ángela;Tafoya;Mayorga;+34 901-74-1318;1;3;
789312651;Ángeles;Almaráz;Pichardo;901 98 8752;5;3;
429692992;Rubén;Abrego;Escribano;976893221;5;3;
869565552;Ainara;Menchaca;Alicea;+34 969769163;5;1;
287257198;Ángel;Lázaro;Zapata;923 11 2092;4;2;
261708151;Marina;Ferrer;Marín;967760120;3;2;
862880494;Antonio;Menéndez;Esparza;948 425546;5;3;
519311499;Pedro;Ceballos;Armijo;961 021100;4;3;
991782218;Celia;Ramos;Lara;+34 988 82 5384;3;1;
683339331;Antonia;Baeza;Fernández;998 18 6994;1;2;
132340807;Mireia;Delgadillo;Esteve;+34 942-96-4669;3;4;
682340597;Antonia;Aguayo;Serrato;+34 967 64 6013;4;3;
882225417;Raúl;Valentín;Arguello;+34 975-84-7167;4;2;
422129889;Erik;Concepción;Valle;+34 986447435;1;1;
485252470;Izan;Lorente;Arreola;982 830057;5;1;
408320520;Ángela;Negrón;Cuevas;+34 900 570153;3;1;
258265164;Aurora;Galván;Sauceda;+34 902 138179;5;4;
295317425;Paola;Ordoñez;Soriano;919-70-1827;4;4;
382975013;Mario;Díez;Alva;+34 926 799988;4;3;
988537026;Josefa;Arce;Andreu;940-824732;5;4;
282059699;Aaron;Meza;Pozo;975 17 0832;5;3;
466615648;Clara;Jurado;Benavides;952 087989;1;3;
743034126;Diana;Jaramillo;Avilés;+34 925-100312;4;4;
847959121;Luis;Dueñas;Del Río;+34 989-29-8501;2;1;
721916989;Víctor;Maestas;Alcaráz;+34 949 86 6037;5;3;
364120026;Ángel;Casárez;Pulido;946 26 5219;1;4;
135546236;Izan;Iglesias;Partida;+34 945 85 5403;4;4;
823425423;Julia;Luján;Alba;921085847;2;1;
949991905;Olga;Gurule;Bermúdez;956-35-6308;5;2;
92998458;Alejandra;Carranza;Reynoso;+34 964 889184;5;1;
269986344;Ana María;Arellano;Abeyta;+34 934168645;3;4;
280541242;Roberto;Casárez;Quesada;958 264430;3;1;
198626520;María Carmen;Escribano;Maldonado;920 998007;4;3;
633191770;Elena;Manzanares;Luna;+34 963 304262;2;3;
542263349;Martín;Robledo;Carbajal;958 95 5005;1;2;
419941496;Rubén;Aguilera;De Jesús;973 640816;3;1;
461381035;Ainhoa;Caro;Barrera;+34 954-92-7004;5;1;
811793846;Joel;Vásquez;Alemán;+34 918-00-5473;5;2;
777259657;Ana;Godínez;Salcedo;972 291247;2;1;
239828796;Rafael;Heredia;Guardado;+34 904-48-4074;4;1;
537040424;Laia;Varela;Casado;+34 967 073460;5;4;
167489783;Alba;Salinas;Solorzano;973-040321;5;2;
696764534;Sergio;Cuenca;Armendáriz;+34 945 18 1968;3;1;
487246315;Pau;Munguía;Guevara;+34 958 814114;5;4;
398688539;Nayara;Maestas;Coronado;964 27 3624;1;3;
581528325;María Pilar;Posada;Alba;+34 934-00-0261;4;4;
71136753;Aitor;Sedillo;Mota;962 371079;1;1;
17140830;Eric;Pérez;Pantoja;+34 970 602131;5;3;
425504277;Verónica;Iglesias;Arenas;+34 994-706266;4;3;
546480112;Roberto;Peres;Amaya;+34 936 734351;1;4;
318432359;Yaiza;Castellanos;Pastor;952043129;1;3;
232790977;Roberto;Figueroa;Alcala;902 14 5766;2;4;
334235606;Jesús;Olvera;Salcedo;+34 968-352486;3;2;
109275992;José Antonio;Mesa;Viera;954-333022;5;3;
146986769;Alicia;Sierra;Deleón;979 96 9295;4;4;
252624811;Aurora;Domenech;Oliva;981-518377;5;2;
625885645;Carmen;Ceballos;Olivares;+34 999-755651;4;4;
764595252;Saúl;Rentería;Amador;+34 943 746515;1;1;
976950803;Valentina;Ulloa;Feliciano;+34 922-11-3363;3;4;
475200166;Alexia;Quezada;Juárez;996692049;3;2;
846311937;Salma;Carrera;Rueda;+34 971647129;2;1;
90567177;Victoria;Galván;Maestas;+34 913 581195;5;4;
951506393;Marcos;Delagarza;Más;+34 935 301575;1;3;
552517597;Enrique;Peralta;Deleón;+34 990-54-4725;3;3;
651674190;Óscar;Lucas;Solorzano;994-55-8320;5;2;
959997920;Juan;Armenta;Alaniz;948 47 7600;4;3;
494956829;Amparo;Espinosa;Baeza;+34 946 558735;2;1;
201443702;María;Alarcón;Alba;996-33-6328;2;1;
308057892;Mar;Hernando;Montañez;929 07 7543;3;3;
848955802;Sergio;Santos;Peralta;+34 958-64-5550;5;4;
695691015;Lorena;Mondragón;Ontiveros;+34 941-302264;2;3;
138974122;Ander;Henríquez;Vila;914-33-2282;2;1;
153458854;Victoria;Bravo;Morales;+34 959-899957;2;2;
619364014;Juan José;Noriega;Sedillo;973325161;2;3;
84738243;Ona;Mejía;Garica;997-74-1384;4;2;
605118886;Alex;Calvo;Gaona;931-59-3501;4;4;
490671652;Rodrigo;Aguayo;Merino;903 65 7371;2;2;
819295165;Fátima;Barreto;Castaño;+34 935 10 6577;3;3;
707468877;Jordi;Cobo;Delao;+34 958-16-8059;5;3;
278036144;Naiara;Mireles;Garrido;942-87-9053;4;3;
466109960;Miguel Ángel;Alfonso;Soto;927432128;2;1;
460983775;Mateo;Jasso;Crespo;961 379279;1;3;
787932261;Iván;Palomo;Archuleta;+34 909260618;3;2;
429858905;Josefa;Vigil;Gil;968903320;4;2;
845636305;Mateo;Grijalva;Arteaga;933 43 3921;3;4;
238649491;Oriol;Cavazos;Pascual;941-554145;2;2;
901849129;Oriol;Rivas;Prado;900668573;3;2;
333756977;Nora;Valles;Gálvez;+34 980 180392;3;1;
