Num. Colegiado;Nombre;Apellido 1;Apellido 2;Telefono;Especialidad;Horario;
828556720;Rosa;Pastor;Lugo;975 087816;3;3;
228239392;Iván;Olivas;Santiago;927 90 9044;5;1;
733161302;Jesús;Castro;Reynoso;+34 960-53-7136;4;1;
353508014;Amparo;Campos;Orozco;+34 932 82 7056;2;3;
191782390;Ismael;Cisneros;Andrés;947-95-0652;5;2;
949811409;Iker;Trejo;Blanco;988-273842;4;3;
549017443;Pablo;Alonzo;Zavala;+34 966-199134;4;1;
848126226;Rodrigo;Solís;Vásquez;+34 975 74 6515;4;3;
676357162;Erik;Adame;Concepción;905 52 7250;4;1;
377386099;Luis;Luna;Rojas;923194367;2;2;
451972917;Julia;Rodríquez;Lozada;+34 943-690939;2;1;
437602572;Raúl;Escribano;Alaniz;909-499092;4;4;
936177005;Rayan;Valladares;Duarte;952 13 0053;2;4;
104107231;Víctor;Pedroza;Altamirano;+34 920 093151;5;2;
794960390;Jesús;Ochoa;Pastor;960685721;2;3;
179789624;Patricia;Quintanilla;Mota;937-91-1950;4;2;
444881126;Adrián;Pelayo;Briseño;+34 917775536;4;1;
264165826;Rafael;Viera;Riojas;+34 924 13 6393;3;2;
769679675;Cristian;Cortés;López;+34 914 00 1760;2;4;
784160791;Carlota;Quintanilla;Osorio;+34 920 246910;3;4;
46548551;Alejandro;Zaragoza;Sánchez;+34 910-959810;2;3;
981478172;Samuel;Polo;Alicea;+34 919 408344;5;3;
997150341;África;Jaramillo;Maldonado;+34 931319734;2;1;
452654652;Antonia;Vigil;Monroy;979 857849;2;2;
235710484;Gonzalo;Escribano;Del Río;910 29 6671;4;2;
697955020;Berta;Romero;Soto;991-94-0025;4;2;
245367338;Alberto;Valdez;Crespo;907260938;2;1;
865113164;Oliver;Quiñónez;Alemán;970 33 3540;1;1;
594135695;Lidia;Angulo;Gutiérrez;+34 983-861875;3;3;
626285784;Yeray;Romero;Cabrera;984-45-5272;1;4;
661571078;Daniela;Huerta;Ávalos;922-45-1154;3;2;
963779667;Juana;Alcala;Carreón;+34 988 03 5911;5;3;
719664348;Vega;Henríquez;Naranjo;931 279656;1;2;
948620462;Alberto;Armenta;Covarrubias;902-468319;4;1;
352904046;Olivia;Robledo;Rangel;935 277797;3;4;
91808545;Rosario;Madera;Macías;+34 978 95 8155;5;1;
754922033;Guillem;Leyva;Abreu;975-40-7812;2;3;
943724050;Alberto;Fierro;Ocasio;+34 998-73-6904;2;3;
131717553;Ángela;Farías;Reyna;924-93-3754;5;3;
181150167;Cristina;Valverde;Hidalgo;959 53 1514;1;2;
362360400;Juana;Pedroza;Juan;+34 917 15 6930;3;3;
380343282;Aitor;Puig;Deleón;+34 991560936;2;1;
580066226;Claudia;Rey;Luevano;921 40 2935;3;3;
950588134;Nadia;Estrada;Loya;975-38-4808;4;3;
492680755;Cristian;Zayas;Olivárez;+34 935544402;3;2;
697375241;Alberto;Manzanares;Tejada;930-70-9948;2;2;
425754127;Omar;Arellano;Brito;905 74 6740;2;1;
9014234;Pau;Jáquez;Urías;+34 930839015;1;4;
730225527;Juan José;Caldera;Batista;+34 901 779496;1;1;
544550068;Mario;Martínez;Vera;+34 934-132692;3;3;
377015252;Marcos;Girón;Esquibel;955-181767;2;3;
190581412;Elena;Tapia;Ornelas;+34 952 94 5395;4;1;
647754386;Gabriel;Soria;Cintrón;999797888;3;2;
470750575;Yaiza;Anguiano;Lucio;+34 912-206113;3;3;
827304908;Hugo;Pérez;Mares;937521226;1;3;
52767560;Mara;Sáez;Carballo;+34 948-380195;1;1;
358383565;Rosario;Sosa;Caro;+34 940 958824;4;1;
534152893;Marta;Verdugo;Carranza;972-195408;4;4;
619234037;Gael;Sosa;Domingo;996 610827;5;1;
472469000;Roberto;Izquierdo;Marín;906-614468;1;1;
224416211;Laia;Morales;Iglesias;+34 905 97 9179;4;2;
36461588;Jimena;Villarreal;Marín;980013460;2;3;
993883700;Manuela;Montenegro;Mojica;948 84 2381;4;2;
874850437;Sandra;Caraballo;Peña;965-98-4420;2;2;
966975968;Ángel;Hernández;Villar;+34 968395920;1;2;
45227519;María Carmen;Lozada;Luna;968-495155;4;3;
638335515;Noa;Ordoñez;Páez;927-37-4691;2;4;
85142563;Pablo;Barrientos;Quezada;+34 915 72 8902;4;2;
305129068;Luis;Villar;Bueno;+34 969 102054;4;3;
607001470;Arnau;Villanueva;Urrutia;+34 968 370583;3;3;
95900786;Rubén;Angulo;Zúñiga;+34 959 86 9361;3;1;
620010791;Adriana;Chávez;Cordero;902-251519;5;2;
685342319;Mario;Brito;Matos;927-126698;2;4;
738441595;Rayan;Abrego;Molina;+34 978368631;1;3;
689261530;Juan;Escobedo;Barroso;+34 942-992350;5;1;
79070084;Lorena;Jaime;Luevano;935 61 2303;5;3;
170282807;Raúl;Holguín;Ros;+34 905-18-5205;1;2;
516912653;Alexandra;Acuña;Delgado;946-531948;2;4;
170993323;Mario;Sedillo;Romo;+34 978-89-1605;1;3;
155849650;Marco;Osorio;Lozada;+34 982 71 8260;5;1;
7121280;Alexandra;Negrete;Cruz;+34 908 98 8797;1;4;
435296155;Silvia;Díez;Colón;+34 979-65-5556;4;4;
617862989;Rubén;Galván;Espinal;941-467198;4;3;
45828227;Rafael;Aparicio;Rosales;+34 930078329;3;2;
624987866;Vera;Amaya;Rosas;916 290067;4;2;
687966666;Martín;Gálvez;Ordóñez;924 819971;4;4;
95859035;Úrsula;Cintrón;Méndez;950 023352;2;4;
190918864;Manuel;Leiva;Casillas;+34 924 68 5506;4;2;
484543909;Andrés;Garibay;Morán;+34 919 611366;5;3;
473389979;Ian;Téllez;Carvajal;937483232;3;1;
318359905;Diana;Esquivel;Castillo;972-296862;5;3;
286723046;Andrés;Atencio;Mejía;+34 998-809884;5;4;
598606356;Zoe;Mireles;Archuleta;996075089;4;4;
617119123;Ainhoa;Rincón;Alaniz;960845400;1;2;
3072877;Pilar;Blázquez;Leal;+34 929 66 5925;1;2;
789887626;Claudia;Pineda;Chapa;966-314641;4;2;
103503917;Mar;Barraza;Campos;985 599181;4;1;
944746207;Valeria;Espinoza;Vergara;988 932806;4;2;
343582614;Ángela;Sandoval;Arreola;908-19-6654;3;1;
255311942;César;Cuellar;Gaitán;921 41 4449;4;3;
855801537;Rosario;Carrasco;Ibarra;+34 951-288872;3;1;
223316665;Antonio;Delafuente;Cornejo;+34 972 057151;5;2;
328173500;Sergio;Peralta;Orellana;953-151285;3;2;
649077236;Celia;Escobar;Ballesteros;939 756270;5;3;
869672821;Rodrigo;Casado;Ceja;+34 981 506963;1;1;
921286871;Carolina;Santana;Sancho;+34 978-426561;5;1;
403215953;Nicolás;Rosario;Maldonado;948-23-1986;4;2;
996660924;Gabriel;Arribas;Nevárez;938841317;3;1;
755859023;Julia;Peralta;Sola;996-089170;1;3;
182939498;Lara;López;Marco;+34 931-019728;1;3;
542119560;Alberto;Vélez;Aparicio;+34 941-180828;5;1;
142405764;María Ángeles;Galarza;Córdova;928506670;4;2;
758481635;Ángela;Quiñones;Reyna;913 152043;3;4;
665205964;Adrián;Paredes;Ríos;975-07-4133;1;4;
823284448;Adam;Guevara;Alcaráz;+34 969 95 8158;1;4;
429917719;Juan;Fernández;Ordóñez;+34 947-571447;5;2;
1500486;Adam;Barrios;Herrera;979 55 7617;2;2;
73990405;Guillem;Benavídez;Benavídez;987 825184;1;4;
794279983;Ona;Rosario;Porras;+34 932-341317;3;4;
633399684;Adam;Tamez;Burgos;907-026974;2;4;
958623398;Carolina;Saucedo;Rolón;+34 989 645429;1;1;
575768945;Erik;Báez;Rael;+34 901 992967;4;2;
455653375;Manuel;Navarrete;Rendón;+34 907391734;3;4;
238618475;Úrsula;Quesada;Tafoya;982 574280;2;3;
455742767;Martina;Alvarado;Meléndez;957-502156;3;4;
42380940;Mario;Hernádez;Peres;962 735132;1;4;
556999468;Jorge;Valencia;Portillo;955-37-7623;4;2;
620996630;Carlos;Mesa;Navarro;+34 972-193318;5;2;
303088938;Adam;Lucero;Mojica;993 273162;5;3;
448603136;Cristian;Laboy;Terrazas;986-144284;4;2;
957439437;Daniel;Zúñiga;Otero;964392005;3;3;
436107563;Alex;Tamayo;Cavazos;900-94-7084;4;2;
871156792;Guillem;Crespo;Santos;906-257367;5;2;
655152361;María Pilar;Jaimes;Zepeda;999-72-2103;3;2;
870017284;Adriana;Loya;Naranjo;900-77-2012;5;2;
415539870;Aina;Hidalgo;Ruíz;+34 991-97-3965;2;1;
58856348;Bruno;Montez;Lemus;+34 966128663;3;2;
931980822;Joel;Lozano;Nieto;+34 954253741;1;3;
790698312;Úrsula;Cintrón;Téllez;+34 930725434;1;2;
729901754;Miguel;Domínguez;Dávila;+34 965500840;5;1;
467003365;Fátima;Matos;Díez;920-377020;1;3;
276752832;María Dolores;Almonte;Ibarra;+34 992-600766;4;3;
454862220;Pilar;Dávila;Menéndez;914 39 6868;2;2;
158975715;Enrique;Angulo;Alicea;+34 989 279433;2;3;
454303039;Saúl;Sandoval;Cordero;983 82 6463;5;4;
564970504;José Manuel;Calderón;Villegas;+34 981-027424;5;4;
419541329;Yago;Roybal;Peña;+34 906 44 6603;4;4;
836841591;Alberto;Rodarte;Curiel;+34 951-164832;5;1;
672117541;Leo;Melgar;Montaño;972-58-0832;2;1;
613638054;Rosa;Ibarra;Holguín;+34 964 550524;3;4;
75655900;Francisca;Quintana;Ávalos;+34 940-88-8802;2;2;
81107347;Daniela;Griego;Serra;+34 982 11 3028;5;1;
628204977;María Carmen;Irizarry;Manzanares;951 275482;5;1;
654900000;Enrique;Fierro;Ballesteros;+34 924 03 7795;5;1;
477055665;Miguel;Rascón;Blanco;904 65 1090;5;4;
148864512;Mateo;Reyes;Orta;912 096512;4;2;
166348693;Diego;Casas;Del Río;987060343;3;1;
288166748;Nerea;Prieto;Oquendo;+34 940 868818;4;4;
441051817;Jon;Alejandro;Rosas;+34 916-65-8837;3;2;
636481590;Oliver;Báez;Velázquez;+34 972 071495;4;3;
223407769;Cristina;Orosco;Luis;935689015;5;3;
197323734;María Ángeles;Oquendo;Lozano;959406417;3;1;
939635783;Aitor;Rojas;Muro;+34 996-164609;2;1;
31549824;Joel;Patiño;Elizondo;+34 999 255784;3;3;
754611148;Aitana;Quiroz;Quintanilla;959-561454;4;4;
186413115;Jesús;Ávila;Barroso;952-673760;2;4;
799861997;Nerea;Escobar;Solís;+34 979979802;5;4;
614984455;Aitor;Canales;Quiñones;+34 935-97-6604;1;2;
298363085;Naia;Verduzco;Rivera;+34 977-829802;4;4;
16800796;Adrián;Castillo;Negrete;+34 992 165752;4;3;
185998270;Leo;Terán;Estrada;+34 911341564;3;3;
72826927;María;Valencia;Salazar;921-095575;3;2;
988350836;Marta;Burgos;Cornejo;+34 994761097;2;2;
774577282;Ainara;Esquivel;Del Río;+34 917 62 4725;1;1;
200438637;Nerea;Delapaz;Anaya;924 311015;2;3;
792732795;Isaac;Terán;Rodríguez;937-129694;5;1;
170996135;Yeray;Tafoya;Román;966493908;1;3;
228601564;Alejandra;Roca;Ortega;+34 905 06 5046;2;1;
719785428;Sofía;Delgadillo;Peña;+34 971-93-7953;1;3;
724500043;Blanca;Amador;Villanueva;931550663;4;4;
787853263;Mara;Jaime;Coronado;+34 924320913;2;3;
732209740;Gonzalo;Armenta;Torres;903-322684;1;1;
970268846;Omar;Ulibarri;Brito;+34 923 05 9378;5;3;
250794382;Naia;Montemayor;Santacruz;+34 955-16-3640;1;2;
794281120;Oliver;Roybal;Duarte;925-808330;5;4;
122122562;Marcos;Mateo;Quintana;966575976;2;4;
880992650;Olga;Guevara;Alaniz;+34 932-417370;2;3;
632838349;Lucía;Carrero;Puente;965-13-1820;3;4;
937631310;Unai;Concepción;Castellanos;990 73 2962;1;1;
94280142;Andrea;Bernal;Mota;+34 980 15 1123;2;3;
660198490;Aina;Caldera;Méndez;+34 934 17 1103;1;1;
502414007;Silvia;Alanis;Delatorre;958-53-8071;2;3;
460492720;Gerard;Esparza;Pabón;+34 907-552218;2;3;
923577888;Álvaro;Montaño;Garay;961-614631;5;3;
174509278;Marta;Leyva;Segovia;938 24 6496;5;1;
645904012;Esther;Franco;Naranjo;999 706180;5;1;
844000227;Yago;Aguado;Montaño;968050069;5;2;
452778944;Nuria;Montez;Vera;+34 945273050;3;1;
18239442;Saúl;Godoy;Munguía;932-205950;2;1;
110041932;Aina;Cuellar;Prieto;+34 909203249;2;2;
59974701;Gerard;Olvera;Montez;929 92 4557;2;2;
700718937;Alicia;Fernández;Ballesteros;906-621338;1;4;
844169136;Fernando;Bernal;Guevara;+34 928-399766;5;1;
166546548;Alicia;Valero;Pereira;954556974;4;3;
685219898;Nora;Luján;Zamora;+34 931 603240;4;2;
357831620;Diego;Polo;Tapia;+34 952469837;5;3;
804658695;Biel;Robledo;Más;+34 958 60 0844;1;2;
285081907;Marcos;Banda;Calvo;902743269;3;1;
165810000;Francisco;Galán;Delgadillo;+34 941 687880;3;2;
722774841;Jaime;Arguello;Gimeno;+34 910-481789;1;3;
861750119;Juan José;Palomino;Rosa;993831292;5;3;
253949077;Carolina;Vela;Martínez;905-102948;5;4;
178015386;Saúl;Laureano;Badillo;966-210420;3;3;
177258763;Ana Isabel;Velázquez;Correa;+34 941 529907;5;2;
117768090;Miguel;Sancho;Arguello;+34 996 926038;1;3;
315161101;Pablo;Saldivar;Sanz;+34 904987117;1;3;
197026488;Jorge;Jiménez;Yáñez;970258246;5;3;
282619800;Ainhoa;Rolón;Solís;970-211952;4;1;
723392022;Ariadna;Arevalo;Casas;+34 932 742187;3;4;
45698493;Marco;Farías;Cornejo;+34 911-64-1674;2;3;
988273409;Daniel;Saucedo;Gallegos;941-120032;5;3;
797684230;Javier;Tello;Mascareñas;+34 980-832829;4;2;
950044580;Aina;Barragán;Becerra;941628502;3;1;
695440332;Marc;Fernández;Mesa;998 46 5202;2;1;
668521891;Pilar;Cotto;Ordoñez;+34 921-057362;1;2;
397846127;Manuela;Tejeda;Llamas;+34 971-80-3879;5;4;
741822921;Clara;Galván;Partida;+34 966-72-5358;1;3;
242995523;Saúl;Acuña;Barrios;949-286970;2;2;
499060212;Ángeles;Cruz;Tejada;970 80 3254;5;2;
576412622;Alma;Preciado;Roig;993257221;4;2;
437269120;Nicolás;Monroy;Andrés;+34 996-895819;5;1;
259771518;Gael;Millán;Martí;979 197177;1;4;
476986693;Adrián;Díez;Nieves;927 328128;3;3;
424186703;Jimena;Portillo;Domínquez;943 578649;4;2;
448667807;Zoe;Garrido;Delatorre;914 759578;3;3;
166278383;Pablo;Hidalgo;Amador;987 14 1370;1;3;
705141512;Pablo;Adame;Valverde;970-60-5449;5;3;
293158969;Jordi;Salvador;Parra;968-60-3817;2;2;
148661393;David;Salazar;Roldán;+34 999-63-3203;3;4;
362064059;Vega;Salinas;Viera;924 359589;5;2;
849219044;Ian;Merino;Tirado;935 07 1606;1;4;
534297146;Gabriela;Roig;Gallegos;+34 998 240792;3;1;
19720036;Pol;Carbonell;Cedillo;989469699;5;4;
155335685;Adriana;Bravo;Fonseca;+34 929 49 6446;5;4;
546176704;Eva;Aragón;Naranjo;+34 972 19 5139;2;3;
418774336;Juan;Montoya;Chávez;939 499968;5;2;
446529167;Mara;Rivera;Alcala;959-79-4304;4;1;
943886727;Mara;Ordóñez;Hurtado;+34 906-95-5792;5;4;
106575313;Santiago;Sierra;Corral;+34 991 54 8647;4;2;
479106194;Marco;Miguel;Ruvalcaba;+34 937-34-9583;3;1;
280544584;María Dolores;Esteve;Vega;972 71 3208;5;3;
980634614;Yago;Cano;Serrano;+34 974-74-5249;1;1;
204190166;Aaron;Benito;Partida;+34 932-268304;5;3;
27282206;Alicia;Hurtado;Barrientos;905-245150;4;4;
248195561;Roberto;Baca;Mena;+34 953-51-3866;5;3;
392957695;José Manuel;Casas;Salvador;922 548320;2;3;
832034748;Ander;Grijalva;Mesa;+34 938 615752;1;4;
848398298;María Carmen;Leyva;Gil;+34 976 238757;1;1;
201638475;Naia;Villareal;Benito;970-465727;1;2;
450063286;Martín;Quesada;Márquez;920 71 0330;3;1;
914063225;Sandra;Delvalle;Serrano;997 045949;1;1;
443765920;Yolanda;Giménez;Treviño;+34 923-595321;4;4;
660842781;Jorge;Castañeda;Oliver;+34 980 52 5126;4;2;
886425004;Gael;Zúñiga;Barrientos;932 05 8210;5;2;
577649762;Jordi;Macias;Manzano;+34 939-95-8643;4;3;
735706975;Gabriel;Cuevas;García;+34 930241304;3;4;
630876619;Fernando;Camacho;Sotelo;+34 935 27 7021;1;2;
73127577;Jordi;Rosa;Serna;938186934;3;3;
549330246;Naiara;Abrego;Escobedo;+34 926-67-5873;5;2;
852711496;Manuel;Valles;Pineda;+34 953-125421;2;4;
661482061;Raúl;Palomino;Olivárez;916-453243;5;1;
821459349;Clara;Ávila;Pizarro;+34 925 75 8484;2;2;
141573674;Aurora;Contreras;Aguirre;+34 902 07 0273;2;4;
24971378;Nil;Luque;Ibáñez;989 031087;1;2;
505665816;Víctor;Cedillo;Nevárez;994-558059;3;3;
912415753;Francisco;Zaragoza;Marroquín;+34 985 722180;2;1;
626940915;Oliver;Preciado;Valenzuela;994-044253;2;1;
5340892;Óscar;Cisneros;Osorio;+34 928927061;4;3;
998414689;Joel;Chacón;Beltrán;914 972497;4;2;
657899428;Leo;Soler;Osorio;+34 931-463789;1;3;
203693113;Olivia;Abeyta;Partida;+34 972-42-7152;2;2;
307987819;Margarita;Soria;Salcido;962 37 0997;3;2;
7966205;Vera;Briseño;Madrigal;+34 986 326797;3;1;
431796716;Ángel;Urrutia;Lerma;+34 924-10-8175;5;3;
493383830;Óscar;Salinas;Valdivia;+34 909668911;1;3;
336555812;Martina;Ramón;Cervantes;918407480;1;1;
608905386;Ana Isabel;Carrera;Garrido;951588696;2;2;
783623877;Claudia;Lira;Gallardo;+34 993-23-5735;2;2;
824667246;Gabriel;Robledo;Delgado;+34 944 46 3309;1;2;
940961823;Paola;Pacheco;Rodrigo;965 700601;1;1;
375568325;Lucía;Pardo;Domingo;+34 944-96-1275;3;3;
938205123;Olivia;Aragón;Vélez;+34 994 47 2771;4;2;
695209426;Daniel;Zapata;Almaráz;+34 955108618;1;1;
612254612;Aina;Villarreal;Ledesma;931 89 3621;1;2;
658410428;César;Castellano;Peralta;911-210545;4;2;
456947448;Paola;Amaya;Tafoya;+34 939 620444;3;1;
40984688;Helena;Barragán;Almaráz;976-608915;3;2;
155092041;Juan;Mojica;Valverde;946 105512;5;1;
639786677;Yeray;Patiño;Pastor;993-07-6452;5;1;
812194941;Jordi;Gracia;Carbajal;+34 908426648;3;1;
542519256;Iván;Montalvo;Jurado;923 68 3385;5;4;
445838334;Elsa;Plaza;Martínez;+34 922-78-0190;1;4;
223603270;Valentina;Ramos;Verduzco;+34 917 92 8959;4;2;
592473283;Omar;Arevalo;Collazo;998-341096;3;1;
33630244;Inmaculada;Macias;Armenta;939 34 6545;4;1;
638118795;Candela;Delapaz;Ortíz;+34 952318617;5;2;
154007946;Helena;Cabrera;Valadez;912-250534;5;3;
218438925;Rubén;Porras;Roca;900-47-4506;2;4;
849088230;Eduardo;Vázquez;De Anda;+34 904 08 0285;1;1;
363023766;Alejandra;Gamboa;Palomino;+34 935-712521;1;2;
506583596;María;Domínquez;Posada;+34 982 76 4578;3;1;
951760490;Ángeles;Torres;De Jesús;+34 943-753428;5;2;
532114816;Candela;Soler;Cazares;952 520950;3;2;
744398925;Gerard;Badillo;Marcos;+34 908 848960;1;3;
749239442;Saúl;Lucio;Nieto;925904857;1;2;
295248124;José Antonio;De Jesús;Solorio;+34 964-67-8448;1;1;
891375023;Francisco Javier;Lemus;Castillo;956 491098;1;4;
251681308;Alexandra;Esteve;Flores;952 775488;1;4;
819686466;Julia;Escobar;Quesada;+34 984 595488;2;2;
74689706;Carolina;Elizondo;Maestas;954207237;4;3;
410994306;Patricia;Nájera;Zapata;960782340;1;1;
782625113;Rosario;Saiz;Méndez;923-752129;3;2;
421710410;Óscar;Ávila;Olivares;+34 934 650483;4;4;
213771280;Laura;Ontiveros;Sauceda;+34 934289950;3;3;
